,time,value
11093,2014-04-16 15:00:00.000,-1.0
11094,2014-04-16 18:00:00.000,1.0
11095,2014-04-16 21:00:00.000,1.0
11096,2014-04-17 09:00:00.000,0.0
11097,2014-04-17 12:00:00.000,-1.0
11098,2014-04-17 15:00:00.000,-1.0
11099,2014-04-17 18:00:00.000,0.0
11100,2014-04-17 21:00:00.000,-1.0
11101,2014-04-18 09:00:00.000,-2.0
11102,2014-04-18 12:00:00.000,-2.0
11103,2014-04-18 15:00:00.000,0.0
11104,2014-04-18 18:00:00.000,1.0
11105,2014-04-18 20:00:00.000,-1.0
11106,2014-04-19 15:00:00.000,2.0
11107,2014-04-19 19:00:00.000,-1.0
11108,2014-04-19 20:00:00.000,-1.0
11109,2014-04-20 09:00:00.000,-2.0
11110,2014-04-20 12:00:00.000,1.0
11111,2014-04-20 15:00:00.000,0.0
11112,2014-04-20 18:00:00.000,1.0
11113,2014-04-20 21:00:00.000,0.0
11114,2014-04-21 11:00:00.000,-1.0
11115,2014-04-21 12:00:00.000,1.0
11116,2014-04-21 15:00:00.000,0.0
11117,2014-04-21 18:00:00.000,-2.0
11118,2014-04-21 21:00:00.000,2.0
11119,2014-04-22 09:00:00.000,-2.0
11120,2014-04-22 12:00:00.000,-2.0
11121,2014-04-22 15:00:00.000,1.0
11122,2014-04-22 18:00:00.000,1.0
11123,2014-04-22 21:00:00.000,-1.0
11124,2014-04-23 10:00:00.000,-2.0
11125,2014-04-23 12:00:00.000,-2.0
11126,2014-04-23 15:00:00.000,1.0
11127,2014-04-23 18:00:00.000,1.0
11128,2014-04-23 22:00:00.000,1.0
11129,2014-04-24 09:00:00.000,-1.0
11130,2014-04-24 12:00:00.000,1.0
11131,2014-04-24 15:00:00.000,-2.0
11132,2014-04-24 23:00:00.000,1.0
11133,2014-04-25 09:00:00.000,-2.0
11134,2014-04-25 12:00:00.000,2.0
11135,2014-04-25 15:00:00.000,1.0
11136,2014-04-25 18:00:00.000,1.0
11137,2014-04-25 21:00:00.000,2.0
11138,2014-04-26 09:00:00.000,-2.0
11139,2014-04-26 12:00:00.000,1.0
11140,2014-04-26 15:00:00.000,2.0
11141,2014-04-26 19:00:00.000,2.0
11142,2014-04-26 21:00:00.000,-1.0
11143,2014-04-27 10:00:00.000,-2.0
11144,2014-04-27 13:00:00.000,-1.0
11145,2014-04-27 15:00:00.000,-2.0
11146,2014-04-27 18:00:00.000,-1.0
11147,2014-04-27 21:00:00.000,0.0
11148,2014-04-28 09:00:00.000,-1.0
11149,2014-04-28 12:00:00.000,-2.0
11150,2014-04-28 18:00:00.000,-1.0
11151,2014-04-28 21:00:00.000,-1.0
11152,2014-04-29 09:00:00.000,0.0
11153,2014-04-29 13:00:00.000,-1.0
11154,2014-04-29 15:00:00.000,1.0
11155,2014-04-29 18:00:00.000,0.0
