,time,value
2297579,2014-03-20 21:22:15.150,19.636
2297580,2014-03-20 21:30:44.819,9.737
2297677,2014-03-21 12:04:22.336,3.0269999999999997
2297678,2014-03-21 12:04:25.365,1.004
2297827,2014-03-21 20:49:23.237,52.739
2297828,2014-03-21 20:50:27.960,5.03
2298038,2014-03-22 19:50:04.446,22.099
2298047,2014-03-22 19:55:21.548,33.162
2298094,2014-03-22 22:36:45.480,17.067
2298174,2014-03-23 12:30:37.634,13.14
2298236,2014-03-23 15:40:10.496,38.269
2298638,2014-03-24 23:27:54.515,15.109000000000002
2298923,2014-03-25 19:22:31.038,29.197
2299015,2014-03-26 09:31:13.582,135.757
2299413,2014-03-27 08:52:46.565,47.919
2299681,2014-03-27 18:29:38.417,53.239
2299685,2014-03-27 18:30:39.703,73.29
2299791,2014-03-28 07:27:58.194,212.65200000000002
2299974,2014-03-28 17:06:19.900,73.346
2300551,2014-03-30 21:04:19.887,2.0069999999999997
2300584,2014-03-30 22:30:44.250,59.113
2300585,2014-03-30 22:47:29.211,9.14
2300604,2014-03-30 22:58:55.729,28.138
2300694,2014-03-31 12:06:24.734,13.198
2300780,2014-03-31 15:28:41.365,39.345
2300781,2014-03-31 15:29:20.792,1.0090000000000001
2300782,2014-03-31 15:29:21.802,20.217
2300783,2014-03-31 15:29:42.058,1.003
2300784,2014-03-31 15:29:43.065,13.209000000000001
2300785,2014-03-31 15:29:56.312,1.008
2300786,2014-03-31 15:29:57.325,62.333999999999996
2300787,2014-03-31 15:30:59.661,1.062
2300788,2014-03-31 15:31:00.729,26.833000000000002
2300789,2014-03-31 15:31:29.075,1.515
2300790,2014-03-31 15:31:47.894,5.018
2300996,2014-04-01 08:32:41.394,169.243
2301366,2014-04-02 17:15:34.164,7.081
2301370,2014-04-02 17:16:51.956,4.013
2301475,2014-04-03 00:29:07.403,287.16
2301652,2014-04-03 16:07:37.815,13.061
2302000,2014-04-04 16:27:27.650,2.011
2302118,2014-04-04 22:04:22.506,69.402
2302198,2014-04-05 13:21:53.984,47.36
2302216,2014-04-05 14:22:23.664,59.696999999999996
2302217,2014-04-05 14:23:36.154,4.013999999999999
2302293,2014-04-05 19:41:23.890,106.84299999999999
2302365,2014-04-06 10:05:51.898,4.37
2302840,2014-04-08 11:28:42.296,2.016
2303132,2014-04-09 16:24:26.690,18.276
2304939,2014-04-16 11:32:49.243,37.469
2304944,2014-04-16 11:37:32.467,36.98
2304945,2014-04-16 11:39:28.973,27.247
2304946,2014-04-16 11:40:08.029,24.296999999999997
2304947,2014-04-16 11:40:43.799,40.963
2304951,2014-04-16 11:41:33.101,54.422
2304972,2014-04-16 12:42:14.141,87.838
2304973,2014-04-16 12:49:22.865,9.038
2304999,2014-04-16 13:53:37.967,68.982
2305000,2014-04-16 13:55:29.799,25.204
2305001,2014-04-16 14:00:09.894,25.151999999999997
2305002,2014-04-16 14:00:46.428,9.043
2305344,2014-04-17 17:41:43.924,120.06299999999999
2305507,2014-04-18 12:35:14.094,63.287
2305725,2014-04-19 17:04:12.581,21.101999999999997
2305730,2014-04-19 17:07:20.779,18.471
2305731,2014-04-19 17:39:49.900,6.218
2305746,2014-04-19 17:53:40.806,33.665
2305748,2014-04-19 17:54:17.489,72.09899999999999
2305749,2014-04-19 17:56:06.938,5.021
2305816,2014-04-19 23:40:31.447,23.160999999999998
2306030,2014-04-21 09:39:25.503,1273.763
2306198,2014-04-21 22:11:00.549,125.554
2306262,2014-04-22 11:24:09.240,504.445
2307023,2014-04-25 15:08:24.880,71.58
2307024,2014-04-25 15:22:45.755,4.016
2307076,2014-04-25 18:48:09.362,15.049000000000001
2307175,2014-04-26 01:22:02.595,17.128
2307178,2014-04-26 01:24:10.335,50.823
2307179,2014-04-26 01:25:01.706,151.718
2307225,2014-04-26 10:25:52.039,76.54
2307238,2014-04-26 11:45:34.473,23.21
2307245,2014-04-26 12:09:15.107,75.186
2307246,2014-04-26 12:34:25.444,3.013
2307616,2014-04-28 19:49:38.555,1.003
2307617,2014-04-28 19:49:39.561,6.08
2307691,2014-04-29 07:31:16.131,87.617
2307694,2014-04-29 07:35:21.757,68.184
2307695,2014-04-29 07:39:14.145,5.013
2307806,2014-04-29 20:18:08.099,190.019
2307814,2014-04-29 20:43:37.176,14.05
2307950,2014-04-30 10:50:57.930,26.119
2308007,2014-04-30 12:19:26.927,1.005
2308011,2014-04-30 12:32:04.713,68.331
2308034,2014-04-30 14:29:07.128,23.868000000000002
2308035,2014-04-30 14:33:45.395,5.325
2308036,2014-04-30 14:37:16.167,5.272
2308037,2014-04-30 14:39:29.618,5.018
2308093,2014-04-30 17:33:35.681,52.248000000000005
2308177,2014-04-30 22:37:21.436,58.76
2308178,2014-04-30 22:49:29.035,6.041
2308298,2014-05-01 12:08:32.849,76.649
2308344,2014-05-01 13:18:19.818,1.003
2308484,2014-05-01 19:22:50.844,31.848000000000003
2308686,2014-05-02 15:02:29.091,11.042
