,time,value
1777920,2014-04-08 17:21:47.200,267.89599999999996
1777977,2014-04-08 19:03:26.780,32.376
1777980,2014-04-08 19:11:01.696,743.8689999999999
1777981,2014-04-08 19:24:21.411,45.727
1778050,2014-04-09 07:59:27.683,292.578
1778328,2014-04-09 22:33:38.415,362.324
1778329,2014-04-09 22:39:56.056,70.654
1778330,2014-04-09 22:41:11.463,253.53
1778331,2014-04-09 22:45:30.684,147.422
1778332,2014-04-09 22:49:12.900,9.381
1778333,2014-04-09 22:49:31.278,57.6
1778334,2014-04-09 22:50:28.882,37.2
1778335,2014-04-09 22:51:21.059,10.284
1778336,2014-04-09 22:51:35.079,400.286
1778337,2014-04-09 22:58:16.384,489.51099999999997
1778348,2014-04-10 08:13:55.039,230.655
1778416,2014-04-10 12:20:52.404,207.873
1778417,2014-04-10 12:24:23.466,273.306
1778467,2014-04-10 17:17:12.990,502.05199999999996
1778468,2014-04-10 17:25:54.032,728.0
1778485,2014-04-10 18:34:57.921,138.974
1778581,2014-04-11 08:25:43.713,39.12
1778597,2014-04-11 08:34:21.778,187.095
1778598,2014-04-11 08:37:29.694,251.97
1778599,2014-04-11 08:41:43.085,122.26799999999999
1778600,2014-04-11 08:43:46.512,318.81
1778614,2014-04-11 12:36:32.635,47.581
1778616,2014-04-11 12:37:38.359,82.068
1778617,2014-04-11 12:39:40.121,5.081
1778619,2014-04-11 12:40:15.316,2358.714
1778623,2014-04-11 13:20:11.250,559.143
1778747,2014-04-11 18:20:47.713,20.136
1778792,2014-04-12 09:31:34.954,862.836
1778930,2014-04-13 10:51:22.526,25.256
1778935,2014-04-13 10:52:27.984,69.16199999999999
1778936,2014-04-13 10:54:13.496,253.83599999999998
1778938,2014-04-13 10:59:17.532,110.88799999999999
1778952,2014-04-13 11:08:01.947,22.366
1778954,2014-04-13 11:08:26.329,60.995
1778955,2014-04-13 11:09:28.322,103.663
1778999,2014-04-14 10:01:20.418,1.0090000000000001
1779019,2014-04-14 10:32:49.161,55.394
1779058,2014-04-14 11:56:00.654,256.707
1779062,2014-04-14 12:00:36.453,91.884
1779063,2014-04-14 12:02:14.808,480.249
1779065,2014-04-14 12:10:23.096,3.008
1779375,2014-04-15 16:59:19.362,21.121
1779377,2014-04-15 16:59:48.526,20.153
1779385,2014-04-15 17:52:25.813,118.61
1779420,2014-04-15 19:53:54.897,88.626
1779471,2014-04-16 08:45:43.979,168.94400000000002
1779587,2014-04-16 12:27:16.948,310.121
1779639,2014-04-16 15:15:55.184,10.81
1779641,2014-04-16 15:16:30.075,15.052999999999999
1779643,2014-04-16 15:16:48.151,14.072000000000001
