,time,value
1096567,2014-04-03 08:56:39.380,59.736000000000004
1096569,2014-04-03 08:57:43.346,101.465
1096588,2014-04-03 10:49:01.089,80.41
1096709,2014-04-03 22:08:27.315,10.049
1096711,2014-04-03 22:08:38.378,65.301
1096713,2014-04-03 22:09:45.709,16.063
1096744,2014-04-04 08:45:12.003,77.35
1096746,2014-04-04 08:46:33.377,105.609
1096755,2014-04-04 09:40:13.953,7.157
1096808,2014-04-04 15:02:22.233,26.105999999999998
1096810,2014-04-04 15:02:53.368,80.00399999999999
1096848,2014-04-04 17:18:08.221,6.037000000000001
1096850,2014-04-04 17:18:15.266,18.955
1096851,2014-04-04 17:19:07.586,48.254
1096853,2014-04-04 17:19:56.851,52.254
1096984,2014-04-05 11:08:10.400,14.964
1096985,2014-04-05 11:08:56.378,1.8869999999999998
1096986,2014-04-05 11:10:54.220,19.702
1096991,2014-04-05 11:15:01.016,30.142
1097187,2014-04-05 22:21:51.068,78.268
1097189,2014-04-05 22:23:11.355,63.288000000000004
1097201,2014-04-05 22:56:15.371,2.005
1097301,2014-04-06 19:09:25.262,14.878
1097302,2014-04-06 19:09:41.289,46.214
1097304,2014-04-06 19:10:30.519,12.037
1097306,2014-04-06 19:10:43.565,63.275
1097499,2014-04-07 18:44:08.414,66.967
1097501,2014-04-07 18:45:21.414,17.097
1097537,2014-04-07 21:35:42.619,37.166
1097568,2014-04-08 08:46:40.323,57.23
1097570,2014-04-08 08:47:41.578,13.049000000000001
1097572,2014-04-08 08:47:55.667,68.332
1097615,2014-04-08 17:14:51.257,68.063
1097631,2014-04-08 17:35:26.529,49.238
1097843,2014-04-09 17:34:03.095,25.088
1097845,2014-04-09 17:34:31.203,71.343
1097977,2014-04-10 13:18:26.957,43.052
1097981,2014-04-10 13:19:49.217,74.406
1098035,2014-04-10 17:46:14.697,32.152
1098037,2014-04-10 17:46:54.911,8.856
1098056,2014-04-10 18:18:57.687,31.444000000000003
1098057,2014-04-10 18:19:32.079,10.049
1098066,2014-04-10 18:31:38.914,15.100999999999999
1098067,2014-04-10 18:31:55.881,4.713
1098125,2014-04-11 09:07:03.319,17.097
1098236,2014-04-11 16:15:44.487,31.195
1098238,2014-04-11 16:16:20.703,10.099
1098240,2014-04-11 16:16:31.808,56.47
1098326,2014-04-12 11:11:35.309,3.015
1098328,2014-04-12 11:12:05.523,29.258000000000003
1098329,2014-04-12 11:15:40.352,15.058
1098334,2014-04-12 11:19:25.933,82.414
1098428,2014-04-12 20:42:18.875,12.078
1098430,2014-04-12 20:42:31.961,7.093
1098522,2014-04-13 12:41:51.937,22.831
1098524,2014-04-13 12:42:18.815,7.211
1098711,2014-04-14 20:20:44.668,17.736
