,time,value
138042,2014-02-18 17:05:26.223,1.0
138043,2014-02-19 12:38:59.430,1.0
138044,2014-02-19 12:43:50.752,1.0
138045,2014-02-20 09:49:15.036,1.0
138046,2014-02-20 15:12:51.838,1.0
138047,2014-02-21 20:33:18.960,1.0
138048,2014-02-23 11:43:55.267,1.0
138049,2014-02-24 21:21:34.891,1.0
138050,2014-02-24 21:34:07.335,1.0
138051,2014-02-25 16:45:19.632,1.0
138052,2014-02-25 16:45:27.233,1.0
138053,2014-02-25 17:08:12.142,1.0
138054,2014-02-25 17:45:54.776,1.0
138055,2014-02-25 18:28:09.490,1.0
138056,2014-02-25 18:28:26.216,1.0
138057,2014-02-25 18:28:56.759,1.0
138058,2014-02-25 18:34:04.624,1.0
138059,2014-02-25 18:35:51.670,1.0
138060,2014-02-26 10:58:22.130,1.0
138061,2014-02-26 19:30:21.598,1.0
138062,2014-02-26 20:06:28.255,1.0
138063,2014-02-26 20:20:15.154,1.0
138064,2014-02-26 22:05:46.654,1.0
138065,2014-02-27 16:59:55.335,1.0
138066,2014-02-27 18:49:12.457,1.0
138067,2014-02-28 21:12:13.056,1.0
138068,2014-03-02 11:00:21.700,1.0
138069,2014-03-02 11:32:54.398,1.0
138070,2014-03-02 11:40:09.138,1.0
138071,2014-03-02 12:27:44.098,1.0
138072,2014-03-02 12:49:23.835,1.0
138073,2014-03-02 22:19:37.437,1.0
138074,2014-03-03 18:58:05.476,1.0
138075,2014-03-04 15:58:14.497,1.0
138076,2014-03-05 13:00:35.476,1.0
138077,2014-03-05 13:02:09.990,1.0
138078,2014-03-05 13:03:55.948,1.0
138079,2014-03-05 14:33:37.444,1.0
138080,2014-03-05 14:40:54.417,1.0
138081,2014-03-06 10:26:58.812,1.0
138082,2014-03-06 10:30:35.392,1.0
138083,2014-03-06 11:51:59.953,1.0
138084,2014-03-07 11:37:03.509,1.0
138085,2014-03-07 12:38:10.467,1.0
138086,2014-03-07 16:25:36.441,1.0
138087,2014-03-07 17:08:11.871,1.0
138088,2014-03-10 09:50:42.467,1.0
138089,2014-03-10 09:51:42.456,1.0
138090,2014-03-10 09:58:21.073,1.0
138091,2014-03-10 12:35:33.292,1.0
138092,2014-03-13 18:51:47.486,1.0
138093,2014-03-13 19:14:10.440,1.0
138094,2014-03-14 10:55:35.729,1.0
138095,2014-03-14 11:34:43.528,1.0
138096,2014-03-14 14:38:46.470,1.0
138097,2014-03-14 15:06:12.328,1.0
138098,2014-03-14 17:47:36.010,1.0
138099,2014-03-15 09:31:36.757,1.0
138100,2014-03-15 10:53:17.562,1.0
138101,2014-03-15 12:42:41.512,1.0
138102,2014-03-15 12:47:26.201,1.0
138103,2014-03-15 19:05:01.838,1.0
138104,2014-03-15 19:41:30.436,1.0
138105,2014-03-15 19:54:57.427,1.0
138106,2014-03-15 19:57:28.348,1.0
138107,2014-03-15 20:15:26.280,1.0
138108,2014-03-16 16:40:40.477,1.0
138109,2014-03-16 17:14:14.157,1.0
138110,2014-03-16 18:11:34.510,1.0
138111,2014-03-18 17:19:53.224,1.0
138112,2014-03-18 17:25:11.869,1.0
138113,2014-03-18 17:25:33.413,1.0
138114,2014-03-18 17:25:59.871,1.0
138115,2014-03-18 17:26:17.388,1.0
138116,2014-03-20 17:41:58.573,1.0
138117,2014-03-21 15:06:25.947,1.0
138118,2014-03-21 15:16:14.726,1.0
138119,2014-03-21 15:16:39.017,1.0
138120,2014-03-21 15:17:11.581,1.0
138121,2014-03-21 15:21:15.461,1.0
138122,2014-03-21 18:12:10.197,1.0
138123,2014-03-21 20:03:23.417,1.0
138124,2014-03-21 20:59:45.878,1.0
138125,2014-03-21 21:24:17.392,1.0
138126,2014-03-25 21:02:53.871,1.0
138127,2014-03-26 18:50:19.516,1.0
138128,2014-03-27 17:09:36.765,1.0
138129,2014-03-28 15:32:20.364,1.0
138130,2014-03-29 20:49:06.566,1.0
138131,2014-03-30 11:16:45.885,1.0
138132,2014-03-31 15:08:12.769,1.0
138133,2014-03-31 15:27:15.030,1.0
138134,2014-03-31 15:33:49.450,1.0
138135,2014-03-31 15:35:17.654,1.0
138136,2014-04-06 19:16:33.907,1.0
138137,2014-04-08 15:23:29.443,1.0
138138,2014-04-11 18:35:07.108,1.0
138139,2014-04-11 18:44:44.950,1.0
138140,2014-04-21 21:19:04.569,1.0
138141,2014-04-22 09:22:05.496,1.0
138142,2014-04-28 11:32:38.615,1.0
